ts_micro,frame,wheel
1.46431E+15,0,1.5
1.46431E+15,1,1.5
1.46431E+15,2,1.5
1.46431E+15,3,1.5
1.46431E+15,4,1.5
1.46431E+15,5,2
1.46431E+15,6,2
1.46431E+15,7,2
1.46431E+15,8,2
1.46431E+15,9,2
1.46431E+15,10,2
1.46431E+15,11,2
1.46431E+15,12,2
1.46431E+15,13,2
1.46431E+15,14,2
1.46431E+15,15,2
1.46431E+15,16,2
1.46431E+15,17,2
1.46431E+15,18,2
1.46431E+15,19,2
1.46431E+15,20,2
1.46431E+15,21,2
1.46431E+15,22,2
1.46431E+15,23,2
1.46431E+15,24,2
1.46431E+15,25,2
1.46431E+15,26,2
1.46431E+15,27,2
1.46431E+15,28,2
1.46431E+15,29,2
1.46431E+15,30,2
1.46431E+15,31,2
1.46431E+15,32,2
1.46431E+15,33,2
1.46431E+15,34,2
1.46431E+15,35,2
1.46431E+15,36,2
1.46431E+15,37,2
1.46431E+15,38,1.5
1.46431E+15,39,1.5
1.46431E+15,40,1.5
1.46431E+15,41,1.5
1.46431E+15,42,1.5
1.46431E+15,43,1.5
1.46431E+15,44,1.5
1.46431E+15,45,1.5
1.46431E+15,46,1.5
1.46431E+15,47,1.5
1.46431E+15,48,1.5
1.46431E+15,49,1.5
1.46431E+15,50,1.5
1.46431E+15,51,1.5
1.46431E+15,52,1.5
1.46431E+15,53,1.5
1.46431E+15,54,1.5
1.46431E+15,55,1.5
1.46431E+15,56,1.5
1.46431E+15,57,1.5
1.46431E+15,58,1.5
1.46431E+15,59,1.5
1.46431E+15,60,1.5
1.46431E+15,61,1.5
1.46431E+15,62,1.5
1.46431E+15,63,1.5
1.46431E+15,64,1.5
1.46431E+15,65,1.5
1.46431E+15,66,1.5
1.46431E+15,67,1.5
1.46431E+15,68,1.5
1.46431E+15,69,1.5
1.46431E+15,70,1.5
1.46431E+15,71,1.5
1.46431E+15,72,1.5
1.46431E+15,73,1.5
1.46431E+15,74,1.5
1.46431E+15,75,1.5
1.46431E+15,76,1.5
1.46431E+15,77,1.5
1.46431E+15,78,1.5
1.46431E+15,79,1.5
1.46431E+15,80,1.5
1.46431E+15,81,1.5
1.46431E+15,82,1.5
1.46431E+15,83,1.5
1.46431E+15,84,1.5
1.46431E+15,85,1.5
1.46431E+15,86,1.5
1.46431E+15,87,1.5
1.46431E+15,88,1.5
1.46431E+15,89,1
1.46431E+15,90,1
1.46431E+15,91,1
1.46431E+15,92,1
1.46431E+15,93,1
1.46431E+15,94,1
1.46431E+15,95,1
1.46431E+15,96,1
1.46431E+15,97,1
1.46431E+15,98,1
1.46431E+15,99,1
1.46431E+15,100,1
1.46431E+15,101,1
1.46431E+15,102,1
1.46431E+15,103,1
1.46431E+15,104,1
1.46431E+15,105,1
1.46431E+15,106,1
1.46431E+15,107,1
1.46431E+15,108,1
1.46431E+15,109,1
1.46431E+15,110,1
1.46431E+15,111,1
1.46431E+15,112,1
1.46431E+15,113,1
1.46431E+15,114,1
1.46431E+15,115,1
1.46431E+15,116,1
1.46431E+15,117,1
1.46431E+15,118,1
1.46431E+15,119,1
1.46431E+15,120,1
1.46431E+15,121,1
1.46431E+15,122,1
